context,label_score,label
"For comparison, we also visualize
the multi-head self-attention maps from the last blocks of “Transformer-Mixed” [42] and KNN (K = 5) selection heatmaps of all layers in DGCNN [30], where a lighter color indicates a closer relationship.",0.0,Neutral
The method [30] introduces DGCNN to predict the relationship between words represented by the appearance and geometry features.,0.0,Neutral
"For “DGCNN”, it only aggregates information from top K similar nodes of each node instead of all ones.",0.0,Neutral
"Although many previous algorithms [2,13,18,20,22,30,31,34,35,40,45,46] have achieved impressive progress in the community, TSR is still a challenging task due to two factors of complicated tables.",0.0,Neutral
"To compare in a unified protocol, we follow two different experimental setups in [34]: (a) SetupA where only table image is taken as input without additional information and (b) Setup-B where table image along with additional features such as cell/text segment bounding boxes and text contents.",0.0,Neutral
"Also based on DGCNN, TabStruct-Net [34] proposes an end-to-end network training cell detection and structure recognition networks in a joint manner.",0.0,Neutral
"It should be noted that there is no training set in ICDAR-2013 and UNLV datasets, so we extend the two datasets to the partial versions, which is similar to TabStruct-Net [34].",0.0,Neutral
"Table structure recognition (TSR) aims to recognize the table internal structure to the machine readable data mainly presented in two formats: logical structure [18, 46] and physical structure [2, 13, 20, 22, 27, 30, 31, 34, 35, 40, 45].",0.0,Neutral
"The KNN results of DGCNN show that the feature aggregation of one node only pays attention to the top K similar features of other nodes instead of all the nodes, and relies on the choice of K.",0.0,Neutral
"In the similar spirit with works [30, 34], we adopt the following asymmetric edge function hΘ(xi,xj) = xi∥(xi − xj) to combine graph edge features to each node, which can be denoted as HΘ ∈ R ·(N−1)/2)×d .",0.0,Neutral
"To introduce richer table information, several methods [20, 30, 34] con-",0.0,Neutral
"Besides, the DGCNN-based methods apply CNN to perform local context aggregation.",0.0,Neutral
"In previous works using DGCNN [30, 34], only local context of each node is selected by k-Nearest Neighbors algorithm (KNN) to be aggregated into node feature.",0.0,Neutral
"3 compares the effectiveness of various extractors, including DGCNN [30] and Transformer [42], with ECE in our method.",0.5,Weak
"Contrarily, the TabStruct-Net [24] does not make any such assumptions and produces adjacency relations and cell locality information as the output.",0.0,Neutral
• Introduce channel attention [19] for table object detection and define two additional regularizers — continuity and overlapping loss between every pair of cells in addition to the alignment loss from [24].,0.0,Neutral
"Our formulation uses rectilinear adjacencies instead of row/column adjacencies [22, 24].",0.0,Neutral
"Table structure recognition generates a machine-interpretable output for a given table image, which encodes its layout according to a pre-defined standard [30, 17, 20, 42, 4, 39, 24].",0.0,Neutral
"Not taking them into account might lead to false negatives and, in-turn, incorrect structure [24].",0.0,Neutral
"Recently, many researchers have opted for a graph-based formulation of the problem as a graph is inherently an ideal data structure to model associations between entities [22, 4, 24].",0.0,Neutral
"We further observe that empty cells account for an average of 12.3% across UNLV and ICDAR-2013 datasets, where our method outperforms TabStruct-Net by 4.2% F1 score.",0.5,Weak
"Inspired by human cognition, we say that table cells, in addition to completely encapsulating their content, should adhere to alignment [24], continuity and non-overlapping constraints, which in-turn makes it easier to locate table columns and rows as independent objects.",0.0,Neutral
"In order to compare our method against others on TUCD dataset, we develop our implementation of DeepDeSRT [26], and use open source implementations of DGCNN (TIES) [22], SPLERGE [30], and TabStruct-Net [24].",0.5,Weak
"Cognitive methods in this space broadly classified into five categories — image-to-sequence models [17, 2, 14], segmentation networks [26, 18, 20, 23], graph formulations [22, 4, 24], conditional generative adversarial networks [16] and a recent multi-modal method by [40].",0.0,Neutral
Raja [24] proposed a first end-to-end object detection and graph based model for collective cells detection and structure recognition.,0.0,Neutral
"To detect table cells, we propose TOD-Net, where we augment the cell detection network of TabStruct-Net [24] with additional loss components to further improve the table object performance (rows/columns/cells) detection.",0.0,Neutral
"4(c) shows our method can well handle the table including non-gridded cells, which may cause the “cell boundary ambiguity” problem to the cell detection-based methods [29, 31, 43].",0.0,Neutral
"Furthermore, some methods [2, 19, 28, 31] attempt to construct the graphs of elements to reason the relationships.",0.0,Neutral
"Different from previousworks [29, 31, 43], we adopt word bounding boxes rather than cells as table elements to avoid cell boundary ambiguity issue.",0.0,Neutral
"Similar to previous works [28, 31] using DGCNN, only k nearest neighbours of each node are selected by k-Nearest Neighbors algorithm (KNN) to construct the local context which is applied by the CNN to aggregate the edge information into node feature Di ∈ RN× d h for i-th head.",0.0,Neutral
inference speed than the method [31] greedily employing large number of proposals with redundancy to model their relationships.,0.0,Neutral
"To overcome this issue, Raja et al. [31] propose TabStruct-Net, which predicts the aligned cell regions and the localized cell relations in a joint manner.",0.0,Neutral
"[31] propose TabStruct-Net, which predicts the aligned cell regions and the localized cell relations in a joint manner.",0.0,Neutral
"For the relational reasoning aspect, recent mainstream algorithms [2, 19, 28, 31] construct table elements as contextual graphs and apply the graph-based aggregator, such as Graph Convolutional Networks (GCN) [14], to reason their relationships.",0.0,Neutral
"To solve this problem, we randomly extract 80% of the data for training and others for testing, which is similar to [31].",0.0,Neutral
"While on both ICDAR-2019 and UNLV, the F1 score of our approach can overtake that of TabStruct-Net as much as 4%.",0.0,Neutral
"Although methods [29, 31, 43] achieve performance improvement by directly predicting cell boxes, they may suffer from “cell boundary ambiguity” problem, especially on those blank or non-gridded cell cases.",0.0,Neutral
"In addition, our model is only trained on the training set of SciTSR for a fair comparison with TabStruct-Net [31].",0.5,Weak
"Compared with the strong baseline TabStruct-Net [31] greedily exploiting large numbers of proposals (round 2,000), our proposed FLAG-Net can achieve marginally better performance with less parameters and computational consumption, which thanks to the proposal filtering mechanism in our method.",0.5,Weak
"For a more practical requirement of parsing table structures from images taken by hand-held cameras in the wild, the existing state-of-the-art approaches [13, 14, 11, 16, 9, 23] are prone to fail as the commonly-used assumption of tabular images no longer holds.",0.0,Neutral
"However, these methods mainly focuses on the well-conditioned document images, where the tables [16, 23, 12, 9, 23, 14] are well-aligned to the image axes.",0.0,Neutral
"For instance, the non-rigid image deformation and complicated image background presented in natural images will challenge existing approaches [14] for document images on detecting and grouping the tabular cells.",0.0,Neutral
"…for tabular data, as corrupt cell detection is actually a fundamental task in table structure decomposition pipelines such as (Nishida et al., 2017; Tensmeyer et al., 2019; Raja et al., 2020), in which incorrectly predicted row/column separators or cell boundaries can lead to corrupted cell text.",0.0,Neutral
"…of corrupt cell detection, which again is practically useful as a postprocessing step after table structure decomposition (Tensmeyer et al., 2019; Raja et al., 2020) because mistakes in predicting row/column/cell boundaries (sometimes compounded by OCR errors) can lead to inaccurate extraction.",0.0,Neutral
"While this objective was originally motivated as enabling more efficient training compared to BERT’s masked language modeling objective, it is especially suited for tabular data, as corrupt cell detection is actually a fundamental task in table structure decomposition pipelines such as (Nishida et al., 2017; Tensmeyer et al., 2019; Raja et al., 2020), in which incorrectly predicted row/column separators or cell boundaries can lead to corrupted cell text.",0.0,Neutral
"We emphasize that this pretraining objective is a fundamental task in table structure decomposition pipelines (Nishida et al., 2017; Tensmeyer et al., 2019; Raja et al., 2020), in which incorrectly predicting row/column separators or cell boundaries leads to corrupted cell text.",0.0,Neutral
"We first examine how TaBERT performs on TABBIE’s pretraining task of corrupt cell detection, which again is practically useful as a postprocessing step after table structure decomposition (Tensmeyer et al., 2019; Raja et al., 2020) because mistakes in predicting row/column/cell boundaries (sometimes compounded by OCR errors) can lead to inaccurate extraction.",0.0,Neutral
works (trained on ImageNet [20] or COCO [43]) on the problem of table detection and table structure recognition in document images [44]–[53].,0.0,Neutral
[53] introduced a table structure recognition method that directly regresses the cellular boundaries.,0.0,Neutral
"The random splits are performed ten rounds for computing averaged performance, which is similar to TabStruct-Net [14].",0.0,Neutral
"Compared with TabStructNet [14], NCGM can achieve better performance with less parameters and similar computational budgets.",0.5,Weak
"In particular, note that TabStruct-Net [14] and FLAG-Net [10] are only tested for structure recognition, so we do not count the parameters and operations of cell detection for a fair comparison.",0.5,Weak
"Bottom-up methods [5,26,27,40] first detect cells or text segments using detection models or OCR engines, then analyze the relations between neighbouring cells using GNN or LSTM.",0.0,Neutral
TabStruct-Net [27] extract cell regions in object detection manner and they can only predict rectangular cell bounding boxes.,0.0,Neutral
"While tables with simple structures and clean backgrounds can be recognized well [6, 12, 14, 15, 23, 24, 30, 35, 38, 41, 47], recognizing complicated table structures remains a challenging problem, which is primarily due to two main difficulties: 1) Firstly, tables in images vary widely in terms of structure and shape.",0.0,Neutral
"Due to the absence of released annotations for the test set, we follow previous approaches [20, 35, 46, 47] and evaluate our model on the validation set using TEDS and TEDS-Struct [48] metrics.",0.5,Weak
"LGPMA [35] applies soft pyramid masks at the local and global levels, allowing the model to detect cell boundaries of wireless tables more accurately.",0.0,Neutral
- 93.0 SEM [46] 93.7 - LGPMA [35] 94.6 96.7 FLAG-Net [22] 95.1 - NCGM [21] 95.4 - TableFormer [29] 93.60 96.75 TSRFormer [20] - 97.5 TRUST [8] 96.20 97.10 VAST [10] 96,0.0,Neutral
"[16, 25, 35, 36, 47] represent tables by a group of cells.",0.0,Neutral
"In works such as [16, 25, 32, 35, 47], a table is represented by a group of cells.",0.0,Neutral
", [7, 13, 17, 18, 21, 29, 37, 44, 55, 56]) utilize a deep learning (DL)-based approach, focusing on either one, two, or all three steps.",0.0,Neutral
"Table 2 illustrates some of these limitations, comparing the MVP predictions obtained from the table recognition ground
truth (baseline) and from the results of LGPMA and VCGroup to the target.",0.0,Neutral
LGPMA obtained a TEDS score (see Sec.,0.0,Neutral
"6, we can see that LGPMA generates many extraneous empty cells; these would have been removed during the HTML to Token conversion process, but would have misaligned the NAME/VALUE pairing when generating the NLP token string.",0.5,Weak
The goal of LGPMA [37] is to obtain better aligned cell regions and solve issues with empty cell generation and partition.,0.0,Neutral
"5.1.1) of 96.32 in the ICDAR 2021 competition, the second highest among the 30 submissions after LGPMA.",0.0,Neutral
"The paper also proposes a table recognition and summarization pipeline that links the two tasks and allows for comparing state-of-the-art table recognition methods (LGPMA and VCGroup) for the end goal of table summarization, utilizing MVP as the data-to-text summarization model.",0.0,Neutral
"We selected the Local and Global Pyramid Mask Alignment (LGPMA) method [37] and the VCGroup method [55],
which came in first and second place respectively in the ICDAR 2021 Competition on Scientific Literature Parsing - Task B Table Recognition [15].",0.5,Weak
"From Table 1, the performance at both stages matches the final standings of the Task B challenge, with LGPMA slightly outperforming VCGroup overall, although that changes from one visual variation to the next.",0.0,Neutral
"We selected the Local and Global Pyramid Mask Alignment (LGPMA) method [37] and the VCGroup method [55], which came in first and second place respectively in the ICDAR 2021 Competition on Scientific Literature Parsing - Task B Table",0.5,Weak
"Interestingly, Variation 15, with a shear horizontal transformation, yields very different TEDS scores compared to the basic Variation 1: lower for LGPMA but higher for VCGroup.",0.5,Weak
"Several studies have proposed detectors for detecting cells or their contents [28,31,30,49].",0.0,Neutral
"The source codes of 6 papers were not executable [30, 33, 34, 36, 38, 39].",-2.0,O-NR
Qiao et al.[36]10 2021 LGPMA ICDAR PubTabNet + SciTSR + ICDAR 2013 PubTabNet X X NR,0.0,Neutral
hierarchical cell← null for r in R do if r[0] is a colspan cell OR r[1] is an empty cell then,0.0,Neutral
"Most of the previous works [1]–[4] of table recognition focused on two-step approaches that divide the problem into two sub-problems: table structure recognition and table cell content recognition, and then attempt to solve each sub-problem independently by two separate systems.",0.0,Neutral
Input: R (a list of rows of table cells with their bounding boxes) Output: R’ (a list of rows of table cells with hierarchical information) hierarchical cell← null different bbox flag ← False for r in R do if r[0] is a colspan cell OR r[1] is an empty cell then hierarchical cell← r[0] else if r[0] is a rowspan cell OR r[0] is an empty cell then hierarchical cell← null else if different bbox flag AND r[0].,0.0,Neutral
"After cell detection, methods like [8, 12, 46] used heuristic rules to cluster detected cells into rows and columns.",0.0,Neutral
"Some recent works [7, 8, 12] have proposed a modified TEDS metric named TEDS-Struct to evaluate table structure recognition accuracy only by ignoring OCR errors.",0.0,Neutral
"To bypass this problem, the second group of methods [7, 8, 12, 45, 46] detects the bounding boxes of table cells directly and uses different methods to group them into rows and columns.",0.0,Neutral
"Moreover, LGPMA [35] applies a soft pyramid mask when learning both global and local feature maps.",0.0,Neutral
"With the fast-paced development of digital transformation, Table Structure Recognition (TSR) task, aiming at parsing table structure from a table image into machineinterpretable formats, which are often presented by both table cell physical coordinates [38, 31, 15, 41, 4, 34, 36, 45, 35, 23, 25] and their logical relationships [18, 47].",0.0,Neutral
"To date, several pioneers works [18, 47, 38, 15, 41, 4, 34, 36, 45, 35, 23, 25] have achieved significant progress in",0.0,Neutral
"Note that LGPMA requires additional
annotation information for training.",-1.0,P-NR
"On the PubTabNet dataset, our model achieved TEDS-struc. of 97.88% which again improves TableFormer and LGPMA (Qiao et al., 2021) by about 1.1% and other methods by more than 4.87%.",0.5,Weak
"All other methods except EDD (Zhong et al., 2020) are non-end-to-end
approach and the methods in (Qiao et al., 2021; Ye et al., 2021; Zhang et al., 2022) requires additional annotation information for training.",-1.0,P-NR
LGPMA: Complicated Table Structure Recognition with Local and Global Pyramid Mask Alignment.,0.0,Neutral
"Most of the previous works (Nassar et al., 2022; Qiao et al., 2021; Ye et al., 2021) focus on non-end-to-end approaches which divide the problem into two separate sub-problems: table structure recognition; and cell-content recognition, and then attempt to solve each sub-problem independently using…",0.0,Neutral
"Note that the 1st ranking solution is a non-end-to-end approach which employs LGPMA (Qiao et al., 2021) to recognize the structure of the table and then uses attention-based text recognizer to provide the OCR information of the table cells.",0.5,Weak
"Table recognition: Most of the previous works of table recognition (Nassar et al., 2022; Qiao et al., 2021; Ye et al., 2021; Zhang et al., 2022) focus on non-end-to-end approaches which divide the problem into two separate sub-problems: table structure recognition; and cell-content recognition, and…",0.0,Neutral
"LGPMA (Qiao et al., 2021) is the table structure recognizer component in the 1st ranking solution in ICDAR2021 competition.",0.0,Neutral
"Specifically, our model achieved TEDS of 96.67% which improves VCGoup’s solution (Ye et al., 2021) by 0.41%, LGPMA + OCR (Qiao et al., 2021) by 2%, and others by more than 3%.",0.0,Neutral
LGPMA: Complicated Table Structure Recognition with Local and Global Pyramid Mask Alignment.,0.0,Neutral
"All
FTN
EDD (Zhong et al., 2020) 88.40 92.08 90.60
GTE (Zheng et al., 2021) - - 87.14
GTE (FT) (Zheng et al., 2021) - - 91.02
TableFormer (Nassar et al.,
2022) 97.50 96.00 96.80
WSTabNet 99.06 98.33 98.72
PTN
EDD (Zhong et al., 2020) 91.10 88.70 89.90
GTE (Zheng et al., 2021) - - 93.01
LGPMA (Qiao et al., 2021) - - 96.70
TableFormer (Nassar et al.,
2022) 98.50 95.00 96.75
WSTabNet 99.06 96.37 97.74 (FT) Model was trained on PubTabNet and then finetuned.",0.0,Neutral
"All IM2TEX (Deng et al.,
2019) 81.70 75.50 78.60
EDD (Zhong et al., 2020) 91.20 85.40 88.30 TabStruct-Net (Raja et al.,
2020) - - 90.10
GTE (Zheng et al., 2021) - - 93.00 TableFormer (Nassar et al.,
2022) 95.40 90.10 93.60
SEM (3) (Zhang et al., 2022) 94.80 92.50 93.70 LGPMA (1) (Qiao et al.,
2021) - - 94.60
VCGoup (2) (Ye et al., 2021) - - 96.26 WSTabNet 97.89 95.02 96.48
(1)(2)(3) are 1st, 2nd, and 3rd solutions in ICDAR2021 competition.",0.0,Neutral
"LGPMA (Qiao et al., 2021) is the table structure recognizer component in the 1st ranking solution in ICDAR2021 competition.",0.0,Neutral
"Although, the proposed model requires only table HTML annotations for the training step, it outperforms all the fully supervised methods (Nassar et al., 2022; Qiao et al., 2021; Raja et al., 2020; Ye et al., 2021; Zhang et al., 2022; Zheng et al., 2021) that require both table HTML and the cell bounding boxes annotations for training the models.",0.0,Neutral
"Recently, some researchers (Nassar et al., 2022; Qiao et al., 2021; Ye et al., 2021; Zhang et al., 2022) worked on both table structure recognition and cell content recognition to build a complete table recognition system.",0.0,Neutral
"For the irregular layout table, a good cell detection result could effectively improve the accuracy of table recognition, [26, 33, 36, 55] were committed to improving the accuracy of cell detection.",0.0,Neutral
"To eliminate this assumption, another group of methods [25, 24] proposed to detect the bounding boxes of table cells directly.",0.0,Neutral
"Limited by the training datasets [7, 2, 37, 36] used for TSR, most previous works [28, 24, 35, 26] focus on document images that are obtained from digital documents (e.",0.0,Neutral
"Then we compare LORE with models mining the adjacency of cells by relation-based metrics: TabStrNet (Raja, Mondal, and Jawahar 2020), LGPMA (Qiao et al. 2021), TOD (Raja, Mondal, and Jawahar 2022), FLAGNet (Liu et al.",0.5,Weak
"Then we compare LORE with models mining the adjacency of cells by relation-based metrics: TabStrNet (Raja, Mondal, and Jawahar 2020), LGPMA (Qiao et al. 2021), TOD (Raja, Mondal, and Jawahar 2022), FLAGNet (Liu et al. 2021) and NCGM (Liu et al. 2022).",0.5,Weak
"Reference [4] uses the method of object detection to identify the table structure, and proposed complicated table structure recognition with local and global pyramid mask alignment (LGPMA) based on Mask R-CNN [5], which detects the local and global boundaries of the table, and aligns and fuses the results.",0.0,Neutral
LGPMA [12] PubTabNet-train PubTabNet-test 94.,0.0,Neutral
"Davar-Lab proposed the local and global pyramid mask alignment (LGPMA) [12] method, which learned the local pyramid mask alignment (LPMA) and the global pyramid mask alignment (GPMA) simultaneously.",0.0,Neutral
"Some recent works [(Raja, Mondal, and Jawahar 2020), (Qiao et al. 2021), (Zheng et al. 2021)] have proposed a modified TEDS metric named TEDS-Struct to
evaluate table structure recognition accuracy only by ignoring OCR errors.",0.0,Neutral
"Some recent works [(Raja, Mondal, and Jawahar 2020), (Qiao et al. 2021), (Zheng et al.",0.0,Neutral
"Table 5 shows the results of SLANet and some state-of-the-art methods on PubTabNet such as EDD(Zhong, ShafieiBavani, and Jimeno Yepes 2020b), TableMaster(Ye et al. 2021) and LGPMA(Qiao et al. 2021).",0.0,Neutral
"Similar to previous works [8, 38, 46, 49, 51], the text content and structure information are obtained separately.",0.0,Neutral
"Since all the tables are extracted from PDF files and all horizontally aligned, we adopt the post-processing of cell matching in [46] to construct the cells relations.",0.5,Weak
"2) Since all of the tables are horizontally displayed, we adopt the cell matching strategy in [46] to generate the column/row indexes.",0.5,Weak
"According to the underlying alignment information in the table, [38, 46, 47] aim to obtain more accurate aligned cells which can be effectively used to infer the final structure.",0.0,Neutral
"Additionally, it is benchmarked with a number of state-of-the-art techniques such as SPLERGE [10], TabStruct-Net [18], EDD [3], GTE [28], LGPMA [9], FLAG-Net [29], etc. Unlike many state-of-the-art methods that perform evaluations only at TEDs, our method also test the Structure TEDs on PubTabNet.",0.0,Neutral
"Additionally, it is benchmarked with a number of state-of-the-art techniques such as SPLERGE [10], TabStruct-Net [18], EDD [3], GTE [28], LGPMA [9], FLAG-Net [29], etc.",0.0,Neutral
"Unfortunately, the Component-based approaches such as DeepDeSRT [7], TableNet [8] and LGPMA [9] still suffer from boundary ambiguity problems in unlined tables and cannot achieve decent performance in complex scenarios such as tables with empty cells.",0.0,Neutral
"Recently, two new approaches have beaten the state-of-the-art: combining vision, semantic and relations for layout analysis and table detection [15] and applying a soft pyramid mask learning mechanism in both the local and global feature maps for complicated table structure recognition [11].",0.0,Neutral
"In VSR, visual, semantic, and structural features are combined to detect objects, exploiting a GNN for the final refinement; LGPMA uses a soft pyramid mask learning mechanism in both local and global feature maps to recover the table structure, also taking into account empty cells location.",0.0,Neutral
"In the ICDAR 2021 competition on DLA and TR [39], the DAVARLab-OCR obtained SOTA results on both tasks by using two different approaches: VSR [40] and LGPMA [41].",0.0,Neutral
"In the ICDAR 2021 competition on DLA and TR [38], the DAVARLab-OCR obtained SOTA results on both tasks by using two different approaches: VSR [39] and LGPMA [40].",0.0,Neutral
"To bypass this problem, the second group of methods [19, 23, 33, 35, 36, 54] detects the bounding boxes of table cells or cell contents directly and uses different methods to group them into rows and columns.",0.0,Neutral
"After cell detection, methods like [19, 35, 54] used heuristic rules to cluster detected cells into rows and columns.",0.0,Neutral
"Some recent works [35, 36, 54] have proposed a modified TEDS metric named TEDS-Struct to evaluate table structure recognition accuracy only by ignoring OCR errors.",0.0,Neutral
"Other common forms of document understanding tasks include layout analysis [32, 34], Reading Order Detection (ROD) [16, 30], table recognition [14, 21] and understanding [12, 29], document Question-Answering (QA) [19], Named Entity Recognition (NER) [7, 10, 24, 31], etc.",0.0,Neutral
"(5) TP[22], MANGO[20], M-RCNN-e2e YORO [4] Chargrid[13]♥♣, TRIE[35]♥♣♦ BERT-Softmax /Span/CRF[5] ♣ BiLSTM-CRF[10]♣ VSR[34]♥♣♦ GCN-PN[16]♥♦ LGPMA[21]♥",0.0,Neutral
"Recent best performing table structure recognition approaches, like TabStructNet [22] and LGPMA [23], typically use CNNbased object detection or segmentation models like Mask R-CNN to detect table cells first, then adopt some cell grouping/clustering algorithms to predict row/column relationships between the detected cells.",0.0,Neutral
"Net [22] and LGPMA [23], typically use CNNbased object detection or segmentation models like Mask R-CNN to detect table cells first, then adopt some cell grouping/clustering algorithms to predict row/column relationships between the detected cells.",0.0,Neutral
"It is noted that, the recent best performing method LGPMA [23] (the winner",0.0,Neutral
"It is noted that, the recent best performing method LGPMA [23] (the winner of ICDAR 2021 Competition on Scientific Literature Parsing Task B [83]) has leveraged an important task constraint, namely tables are axis-aligned, to achieve higher accuracy.",0.0,Neutral
[23] designed some rules to cluster cells into rows and columns.,0.0,Neutral
"Some recent works [8, 22, 23] have proposed a modified TEDS metric, denoted as TEDS-Struct, to evaluate table structure recognition accuracy only by ignoring OCR errors.",0.0,Neutral
"To eliminate this assumption, another group of methods [8, 22, 23] proposed to detect the bounding boxes of",0.0,Neutral
[21] propose a Local and Global Pyramid Mask Alignment framework by applying the soft pyramid mask learning mechanism to local and global feature maps.,0.0,Neutral
"Tabular data is a popular format to express compact and important information for readers in different types of digital documents, including web pages, PDFs, Word processors, and document images [21].",0.0,Neutral
"Although many previous algorithms [2,13,18,20,22,30,31,34,35,40,45,46] have achieved impressive progress in the community, TSR is still a challenging task due to two factors of complicated tables.",0.0,Neutral
"In the similar spirit, LGPMA [31] applies soft pyramid mask learning mechanism on both the local and global feature maps.",0.0,Neutral
"Table structure recognition (TSR) aims to recognize the table internal structure to the machine readable data mainly presented in two formats: logical structure [18, 46] and physical structure [2, 13, 20, 22, 27, 30, 31, 34, 35, 40, 45].",0.0,Neutral
"Cognitive methods in this space broadly classified into five categories — image-to-sequence models [17, 2, 14], segmentation networks [26, 18, 20, 23], graph formulations [22, 4, 24], conditional generative adversarial networks [16] and a recent multi-modal method by [40].",0.0,Neutral
"Although methods [29, 31, 43] achieve performance improvement by directly predicting cell boxes, they may suffer from “cell boundary ambiguity” problem, especially on those blank or non-gridded cell cases.",0.0,Neutral
"Different from previousworks [29, 31, 43], we adopt word bounding boxes rather than cells as table elements to avoid cell boundary ambiguity issue.",0.0,Neutral
"4(c) shows our method can well handle the table including non-gridded cells, which may cause the “cell boundary ambiguity” problem to the cell detection-based methods [29, 31, 43].",0.0,Neutral
"A group of methods [27, 29, 41, 43] try to recover the relations of elements based on heuristic algorithms.",0.0,Neutral
"LGPMA (Qiao et al., 2021) incorporates a soft pyramid mask learning mechanism in both local and global feature maps for table structure recognition.",0.0,Neutral
"Since LGMPA [13] and CycleCenterNet [11] recover table structure based on heuristic rules after detecting cells, which is infeasible to perform the comparison between them and our method, we do not report them in Tab.",-1.0,P-NR
FinTabNet [47] is a large dataset containing financial tables.,0.0,Neutral
"As shown in Figure 8, we list the visualization results of our methods on tables scanned from documents, including PubTabNet dataset, SciTSR dataset and FinTabNet dataset.",0.0,Neutral
"On FinTabNet, our method achieves a TEDS-Struct score of 98.6%, improving the score by 1.8% compared to the competitive method TableFormer.",0.0,Neutral
"While tables with simple structures and clean backgrounds can be recognized well [6, 12, 14, 15, 23, 24, 30, 35, 38, 41, 47], recognizing complicated table structures remains a challenging problem, which is primarily due to two main difficulties: 1) Firstly, tables in images vary widely in terms of structure and shape.",0.0,Neutral
"We conducted a comprehensive validation of our model’s performance on various datasets, including well-known regular table benchmarks such as SciTSR, PubTabNet, and FinTabNet, which are derived from PDF documents.",0.5,Weak
"Due to the absence of released annotations for the test set, we follow previous approaches [20, 35, 46, 47] and evaluate our model on the validation set using TEDS and TEDS-Struct [48] metrics.",0.0,Neutral
GTE [47] uses an object detection-based method to detect cells directly and uses heuristic rules in post-processing to recover the table structure.,0.0,Neutral
"Following [29, 47], we use the split set of training for training and validating samples for testing.",0.0,Neutral
"We evaluated our proposed method on regular tables that were scanned from PDF documents, and compared it with several state-of-the-art methods on PubTab-Net, FinTabNet, and SciTSR datasets, and the results are reported in 3.",0.5,Weak
"[16, 25, 35, 36, 47] represent tables by a group of cells.",0.0,Neutral
"With a simple pipeline, our method has achieved comparable or state-of-the-art performance on the public benchmarks, including PubTabNet [48], FinTabNet [47], SciTSR [2], WTW [25], and TAL [3].",0.5,Weak
"In works such as [16, 25, 32, 35, 47], a table is represented by a group of cells.",0.0,Neutral
", [7, 13, 17, 18, 21, 29, 37, 44, 55, 56]) utilize a deep learning (DL)-based approach, focusing on either one, two, or all three steps.",0.0,Neutral
"Therefore, the existing approaches [28, 44, 26] to TDR are vision-only approaches.",0.0,Neutral
", table cells) and leverages this prior knowledge in the model design and post-processing [28, 44, 26].",0.0,Neutral
"The study also considers the use of TABBIE for data discovery and clustering, with table embeddings derived from the CLS token in the (0,0) position of the table being used to cluster the FinTabNet dataset which is composed of tables from S&P’s corporate filings [41].",0.0,Neutral
"(ICDAR), vol. 1, Nov. 2017, pp. 1162– 1167
[13] X. Zheng, D. Burdick, L. Popa, X. Zhong, and N. X. R. Wang, ‘‘Global table extractor (GTE): A framework for joint table identification and cell structure recognition using visual context,’’ in
Proc.",0.0,Neutral
Global table extractor (GTE) [13] Proposed a generic abject detection approach A comprehensive approach that is compatible with all object detection,0.0,Neutral
"Global table extractor (GTE) [13]
Proposed a generic abject detection approach
A comprehensive approach that is compatible with all object detection frameworks.",0.0,Neutral
"Document Understanding encompasses datasets related to various subtasks like document layout analysis [109, 49], classification [30], key information extraction [85, 35], table extraction [83, 108, 107], and visual question answering [57, 59, 91].",0.0,Neutral
"Created by eleven finance professionals, FinQA is based on earnings reports from S&P 500 companies (Zheng et al., 2020).",0.0,Neutral
"On the other hand, the problem of table structure recognition (TSR) is a lot more challenging and remains a very active area of research, in which many novel machine learning algorithms are being explored [3,4,5,9,11,12,13,14,17,18,21,22].",0.0,Neutral
In section 3 we review the current HTML table encoding (popularised by PubTabNet and FinTabNet) and discuss its flaws.,0.0,Neutral
"While the majority of research in TSR is currently focused on the development and application of novel neural model architectures, the table structure representation language (e.g. HTML in PubTabNet and FinTabNet) is usually adopted as is for the sequence tokenization in Im2Seq models.",0.0,Neutral
"Object-detection based methods [11,12,13,14,21] rely on tablestructure annotation using (overlapping) bounding boxes for training, and produce bounding-box predictions to define table cells, rows, and columns on a table image.",0.0,Neutral
"In reality though, one needs at least 28 HTML tokens to describe the most common complex tables observed in real-world documents [21,22], due to a variety of spanning cells definitions in the HTML token vocabulary.",0.0,Neutral
"It is clearly evident that the model trained on OTSL outperforms HTML across the board, keeping high TEDs and mAP scores even on difficult financial tables (FinTabNet) that contain sparse and large tables.",0.0,Neutral
"TSR and cell detection results compared between OTSL and HTML on the PubTabNet [22], FinTabNet [21] and PubTables-1M [14] data sets using TableFormer [9] (with enc=6, dec=6, heads=8).",0.0,Neutral
"Public table-structure data sets such as PubTabNet [22], and FinTabNet [21], which were created in a semi-automated way from paired PDF and HTML sources (e.g. PubMed Central), popularized primarily the use of HTML as ground-truth representation format for TSR.",0.0,Neutral
"Public table-structure data sets such as PubTabNet [22], and FinTabNet [21], which were created in a semi-automated way from paired PDF and HTML sources (e.",0.0,Neutral
"Secondly we pick the best hyper-parameters found in the first step and evaluate how OTSL impacts the performance of TableFormer after training on other publicly available data sets (FinTabNet, PubTables-1M [14]).",0.0,Neutral
"We picked the model parameter configuration that produced the best prediction quality (enc=6, dec=6, heads=8) with PubTabNet alone, then independently trained and evaluated it on three publicly available data sets: PubTabNet (395k samples), FinTabNet (113k samples) and PubTables-1M (about 1M samples).",0.5,Weak
